make,model,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,injury_severity,aircraft_damage,broad_phase_of_flight,weather_condition,number_of_engines,engine_type,aircraft_category
Robinson,R-22,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Helicopter
Bellanca,7KCAB,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Bell,206L-1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Turbo Shaft,Helicopter
Piper,PA-28,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-32R-300,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,1.0,1.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,T210L,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Climb,VMC,1.0,Reciprocating,Airplane
Boeing,A75N1,0.0,0.0,0.0,3.0,Non-Fatal,Minor,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-31,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Unknown,IMC,2.0,Reciprocating,Airplane
Bellanca,7KCAB,0.0,0.0,0.0,3.0,Non-Fatal,Minor,Standing,VMC,1.0,Reciprocating,Airplane
Taylorcraft,BC12-D,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Raven,S-55A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,0.0,Unknown,Balloon
Cessna,180,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-181,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Ercoupe,415-C,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,2.0,Reciprocating,Airplane
Cessna,182H,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-24-180,8.0,0.0,0.0,0.0,Fatal(8),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,182B,8.0,0.0,0.0,0.0,Fatal(8),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,4.0,0.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,P210N,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Rockwell Comdr,112TCA,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-180,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-38,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,177RG,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172N,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,C-172,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Climb,VMC,1.0,Reciprocating,Airplane
Piper,PA-18A-150,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28R-201,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,IMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,182P,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Beech,C-23,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Beech,V35A,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,310R,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,402B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Go-around,IMC,2.0,Reciprocating,Airplane
Cessna,185,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,310,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Approach,VMC,2.0,Reciprocating,Airplane
Beech,95-C55,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,2.0,Reciprocating,Airplane
Cessna,172K,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,421B,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,401,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Cruise,VMC,2.0,Reciprocating,Airplane
Sikorsky,UH-19B,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Helicopter
Cessna,421,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,2.0,Reciprocating,Airplane
Grumman,G-164B,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-24-250,0.0,4.0,0.0,0.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Howard Aircraft Corp.,500,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172K,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Piper,PA-34,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,IMC,2.0,Reciprocating,Airplane
Rockwell,112A,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Beech,J35,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Aeronca,7AC,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-18,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Unknown,UNK,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Aeronca,7EC,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Bell,214B-1,1.0,1.0,0.0,0.0,Fatal(1),Destroyed,Other,VMC,1.0,Turbo Shaft,Helicopter
Cessna,150,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Descent,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Bellanca,17-30A,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Porterfield,CP-65,2.0,0.0,0.0,0.0,Fatal(2),Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Boeing,B737-2H4,0.0,0.0,0.0,119.0,Incident,Minor,Approach,IMC,2.0,Turbo Jet,Airplane
Cessna,310D,0.0,0.0,0.0,2.0,Non-Fatal,Destroyed,Takeoff,VMC,2.0,Reciprocating,Airplane
Piper,PA-23,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,VMC,2.0,Reciprocating,Airplane
Mooney,M20J,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-151,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Descent,IMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-151,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,152(II),0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Beech,35,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-28R-180,0.0,1.0,2.0,0.0,Non-Fatal,Substantial,Landing,IMC,1.0,Reciprocating,Airplane
Cessna,150M,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Bellanca,8GCBC,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-31-310,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-31T2,8.0,0.0,0.0,0.0,Fatal(8),Destroyed,Approach,IMC,2.0,Turbo Prop,Airplane
Beech,90,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Cruise,IMC,2.0,Turbo Prop,Airplane
Nihon,YS-11A,0.0,0.0,3.0,36.0,Non-Fatal,Substantial,Approach,VMC,2.0,Turbo Prop,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,172M,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28RT-201T,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Descent,IMC,1.0,Reciprocating,Airplane
Bellanca,7ECA,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,177RG,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,210,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,210,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Approach,IMC,1.0,Reciprocating,Airplane
Piper,PA-23,0.0,0.0,0.0,6.0,Non-Fatal,Substantial,Approach,IMC,2.0,Reciprocating,Airplane
Embraer,EMB-11OP1,0.0,0.0,0.0,16.0,Incident,Minor,Takeoff,VMC,2.0,Turbo Prop,Airplane
Beech,A36,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,T210N,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Great Lakes,2T1A-2,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-44-180T,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Descent,IMC,2.0,Reciprocating,Airplane
Balloon Works,FIREFLY,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,0.0,Unknown,Balloon
Cessna,172H,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,180,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,UNK,1.0,Reciprocating,Airplane
Beech,58,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,IMC,2.0,Reciprocating,Airplane
Cessna,P206B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,UNK,1.0,Reciprocating,Airplane
Bell,47G2,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Helicopter
Cessna,404,0.0,0.0,0.0,7.0,Non-Fatal,Substantial,Landing,IMC,2.0,Reciprocating,Airplane
Pitts,51,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,172L,1.0,1.0,0.0,0.0,Fatal(1),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,182Q,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-36-375,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,150M,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Beech,56TC,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Grumman,G-21A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,2.0,Reciprocating,Airplane
Piper,PA-22-150,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-181,0.0,4.0,0.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-180,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,UNK,1.0,Reciprocating,Airplane
De Havilland,DHC-6,1.0,10.0,1.0,0.0,Fatal(1),Destroyed,Cruise,VMC,2.0,Turbo Prop,Airplane
Grumman,AA-5A,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-32R-301T,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,1.0,3.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Mooney,M-20C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,IMC,1.0,Reciprocating,Airplane
Bellanca,7GCBC,2.0,0.0,0.0,0.0,Fatal(2),Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Go-around,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Fairchild Hiller,227C,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,2.0,Turbo Prop,Airplane
Bellanca,8KCAB,0.0,1.0,1.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Kaman,HH-43F,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Turbo Shaft,Helicopter
Bellanca,14-19-3A,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,421C,0.0,0.0,0.0,6.0,Non-Fatal,Substantial,Cruise,VMC,2.0,Reciprocating,Airplane
Grumman,G-164A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,A185F,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,180,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,210A,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Other,UNK,1.0,Reciprocating,Airplane
Piper,PA-60,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,A188B,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-60/601P,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,IMC,2.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152II,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,210,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Rockwell,COMMANDER 114,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Beech,BE-95-C55,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,2.0,Non-Fatal,Destroyed,Landing,IMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,3.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Weatherly,201C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,310Q,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,414,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Eagle,DW-1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,210L,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-181,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,421B,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Beech,23,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-23,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Beech,D18S,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,IMC,2.0,Reciprocating,Airplane
Robinson,R22,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,VMC,1.0,Reciprocating,Helicopter
Beech,B90,0.0,0.0,0.0,3.0,Incident,Minor,Landing,IMC,2.0,Turbo Prop,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-20,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,182C,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Aeronca,11AC,0.0,0.0,1.0,0.0,Incident,Minor,Landing,VMC,1.0,Reciprocating,Airplane
Beech,T-34B,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,150G,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,170,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Hughes,269C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Helicopter
Cessna,320C,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Taxi,VMC,2.0,Reciprocating,Airplane
Cessna,T210M,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Barnes,FIREFLY-7,0.0,1.0,1.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,0.0,Unknown,Balloon
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,T21OL,6.0,0.0,0.0,0.0,Fatal(6),Destroyed,Climb,VMC,1.0,Reciprocating,Airplane
Barnes,BALLOON AX7,0.0,0.0,1.0,4.0,Non-Fatal,Destroyed,Landing,VMC,0.0,Unknown,Balloon
Piper,PA-32-260,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Cessna,172N,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172L,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Schweizer,SGS1-260,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,0.0,Unknown,Glider
Piper,J3-F65,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,140A,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Bell,47G,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Helicopter
Homebuilt,PDQ-2,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-25-235C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Bellanca,8GCBC,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Bell,206B III,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Cessna,U206,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,A152,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Ercoupe,415-C,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Hughes,500,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Turbo Shaft,Helicopter
Cessna,182RG,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Beech,35-B33,0.0,0.0,1.0,3.0,Non-Fatal,Substantial,Climb,VMC,1.0,Reciprocating,Airplane
Piper,J3F-65,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Mooney,M20F,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-18,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Other,VMC,1.0,Reciprocating,Airplane
Bell,206B,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,VMC,1.0,Turbo Shaft,Helicopter
Cessna,150,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Descent,VMC,1.0,Reciprocating,Airplane
Cessna,172RG,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,P210N,0.0,0.0,4.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
